id,name,chain,legendary,mythical,type
846,찌로꼬치,445,0,0,물
847,꼬치조,445,0,0,물
848,일레즌,446,0,0,전기
849,스트린더,446,0,0,전기
850,태우지네,447,0,0,불꽃
851,다태우지네,447,0,0,불꽃
852,때때무노,448,0,0,격투
853,케오퍼스,448,0,0,격투
854,데인차,449,0,0,고스트
855,포트데스,449,0,0,고스트
856,몸지브림,450,0,0,에스퍼
857,손지브림,450,0,0,에스퍼
858,브리무음,450,0,0,에스퍼
859,메롱꿍,451,0,0,악
860,쏘겨모,451,0,0,악
861,오롱털,451,0,0,악
862,가로막구리,134,0,0,악
863,나이킹,22,0,0,강철
864,산호르곤,113,0,0,고스트
865,창파나이트,35,0,0,격투
866,마임꽁꽁,57,0,0,얼음
867,데스판,287,0,0,땅
868,마빌크,452,0,0,페어리
869,마휘핑,452,0,0,페어리
870,대여르,453,0,0,격투
871,찌르성게,454,0,0,전기
872,누니머기,455,0,0,얼음
873,모스노우,455,0,0,얼음
874,돌헨진,456,0,0,바위
875,빙큐보,457,0,0,얼음
876,에써르,458,0,0,에스퍼
877,모르페코,459,0,0,전기
878,끼리동,460,0,0,강철
879,대왕끼리동,460,0,0,강철
880,파치래곤,461,0,0,전기
881,파치르돈,462,0,0,전기
882,어래곤,463,0,0,물
883,어치르돈,464,0,0,물
884,두랄루돈,465,0,0,강철
885,드라꼰,466,0,0,드래곤
886,드래런치,466,0,0,드래곤
887,드래펄트,466,0,0,드래곤
888,자시안,467,1,0,페어리
889,자마젠타,468,1,0,격투
890,무한다이노,469,1,0,독
891,치고마,470,1,0,격투
892,우라오스,470,1,0,격투
893,자루도,471,0,1,악
894,레지에레키,472,1,0,전기
895,레지드래고,473,1,0,드래곤
896,블리자포스,474,1,0,얼음
897,레이스포스,475,1,0,고스트
898,버드렉스,476,1,0,에스퍼
899,신비록,120,0,0,노말
900,사마자르,58,0,0,벌레
901,다투곰,110,0,0,땅
902,대쓰여너,280,0,0,물
903,포푸니크,109,0,0,격투
904,장침바루,106,0,0,악
905,러브로스,477,1,0,페어리
906,나오하,478,0,0,풀
907,나로테,478,0,0,풀
908,마스카나,478,0,0,풀
909,뜨아거,479,0,0,불꽃
910,악뜨거,479,0,0,불꽃
911,라우드본,479,0,0,불꽃
912,꾸왁스,480,0,0,물
913,아꾸왁,480,0,0,물
914,웨이니발,480,0,0,물
915,맛보돈,481,0,0,노말
916,퍼퓨돈,481,0,0,노말
917,타랜툴라,482,0,0,벌레
918,트래피더,482,0,0,벌레
919,콩알뚜기,483,0,0,벌레
920,엑스레그,483,0,0,벌레
921,빠모,484,0,0,전기
922,빠모트,484,0,0,전기
923,빠르모트,484,0,0,전기
924,두리쥐,485,0,0,노말
925,파밀리쥐,485,0,0,노말
926,쫀도기,486,0,0,페어리
927,바우첼,486,0,0,페어리
928,미니브,487,0,0,풀
929,올리뇨,487,0,0,풀
930,올리르바,487,0,0,풀
931,시비꼬,488,0,0,노말
932,베베솔트,489,0,0,바위
933,스태솔트,489,0,0,바위
934,콜로솔트,489,0,0,바위
935,카르본,490,0,0,불꽃
936,카디나르마,490,0,0,불꽃
937,파라블레이즈,490,0,0,불꽃
938,빈나두,491,0,0,전기
939,찌리배리,491,0,0,전기
940,찌리비,492,0,0,전기
941,찌리비크,492,0,0,전기
942,오라티프,493,0,0,악
943,마피티프,493,0,0,악
944,땃쭈르,494,0,0,독
945,태깅구르,494,0,0,독
946,그푸리,495,0,0,풀
947,공푸리,495,0,0,풀
948,들눈해,496,0,0,땅
949,육파리,496,0,0,땅
950,절벼게,497,0,0,바위
951,캡싸이,498,0,0,풀
952,스코빌런,498,0,0,풀
953,구르데,499,0,0,벌레
954,베라카스,499,0,0,벌레
955,하느라기,500,0,0,에스퍼
956,클레스퍼트라,500,0,0,에스퍼
957,어리짱,501,0,0,페어리
958,벼리짱,501,0,0,페어리
959,두드리짱,501,0,0,페어리
960,바다그다,502,0,0,물
961,바닥트리오,502,0,0,물
962,떨구새,503,0,0,비행
963,맨돌핀,504,0,0,물
964,돌핀맨,504,0,0,물
965,부르롱,505,0,0,강철
966,부르르룸,505,0,0,강철
967,모토마,506,0,0,드래곤
968,꿈트렁,507,0,0,강철
969,초롱순,508,0,0,바위
970,킬라플로르,508,0,0,바위
971,망망이,509,0,0,고스트
972,묘두기,509,0,0,고스트
973,꼬이밍고,510,0,0,비행
974,터벅고래,511,0,0,얼음
975,우락고래,511,0,0,얼음
976,가비루사,512,0,0,물
977,어써러셔,513,0,0,물
978,싸리용,514,0,0,드래곤
979,저승갓숭,24,0,0,격투
980,토오,96,0,0,독
981,키키링,101,0,0,노말
982,노고고치,103,0,0,노말
983,대도각참,317,0,0,악
984,위대한엄니,515,0,0,땅
985,우렁찬꼬리,516,0,0,페어리
986,사나운버섯,517,0,0,풀
987,날개치는머리,518,0,0,고스트
988,땅을기는날개,519,0,0,벌레
989,모래털가죽,520,0,0,전기
990,무쇠바퀴,521,0,0,땅
991,무쇠보따리,522,0,0,얼음
992,무쇠손,523,0,0,격투
993,무쇠머리,524,0,0,악
994,무쇠독나방,525,0,0,불꽃
995,무쇠가시,526,0,0,바위
996,드니차,527,0,0,드래곤
997,드니꽁,527,0,0,드래곤
998,드닐레이브,527,0,0,드래곤
999,모으령,528,0,0,고스트
1000,타부자고,528,0,0,강철
1001,총지엔,529,1,0,악
1002,파오젠,530,1,0,악
1003,딩루,531,1,0,악
1004,위유이,532,1,0,악
1005,고동치는달,533,0,0,드래곤
1006,무쇠무인,534,0,0,페어리
1007,코라이돈,535,1,0,격투
1008,미라이돈,536,1,0,전기
1009,굽이치는물결,537,0,0,물
1010,무쇠잎새,538,0,0,풀
1011,과미르,442,0,0,풀
1012,차데스,539,0,0,풀
1013,그우린차,539,0,0,풀
1014,조타구,540,1,0,독
1015,이야후,541,1,0,독
1016,기로치,542,1,0,독
1017,오거폰,543,1,0,풀
1018,브리두라스,465,0,0,강철
1019,과미드라,442,0,0,풀
1020,꿰뚫는화염,544,0,0,불꽃
1021,날뛰는우레,545,0,0,전기
1022,무쇠암석,547,0,0,바위
1023,무쇠감투,546,0,0,강철
1024,테라파고스,548,1,0,노말
1025,복숭악동,549,0,1,독
